RatingID,UserID,WineID,Date,Rating,AveragedOver#Ratings
1405351,2009933,157285,2016-12-30 18:36:33,4.5,1
1405488,1856929,180071,2013-07-08 10:16:50,5.0,1
1414562,1704106,155302,2016-09-27 00:47:53,4.0,1
1440785,2023552,179118,2013-05-10 00:26:28,4.5,1
1448132,1704106,167859,2015-03-30 23:35:01,4.0,1
1454268,1550277,111425,2015-04-19 19:06:54,4.0,1
1461548,1628862,141377,2014-08-10 00:23:27,2.0,1
1464530,1704106,112546,2017-03-07 00:18:55,3.5,1
1476384,1230591,156255,2017-10-22 18:05:21,4.0,1
1487070,1186325,193478,2016-04-24 19:23:58,4.5,1
1503330,1704106,104056,2016-10-15 16:42:03,4.0,1
1510121,1704106,155512,2017-08-22 00:18:19,3.5,1
1518415,1550277,111793,2015-04-13 21:58:26,4.0,1
1525987,2023552,179206,2013-05-11 01:00:03,4.5,1
1531675,1704106,193514,2016-11-02 17:05:13,4.0,1
1535723,1930594,135853,2020-12-31 15:16:39,4.0,1
1553308,1704106,111901,2017-02-13 23:38:28,3.0,1
1569719,1704106,155298,2014-05-20 01:07:38,5.0,1
1572292,1704106,167650,2019-06-18 01:47:53,4.0,1
1574203,1451015,171810,2014-05-20 02:36:22,4.0,1
1588915,1230591,112273,2018-04-01 12:20:52,3.5,1
1594704,1704106,189316,2017-03-18 02:26:20,3.5,1
1595934,1451015,156306,2014-05-24 19:44:33,2.0,1
1602536,1704106,155377,2014-11-22 23:33:20,3.5,1
1610918,1704106,112869,2019-08-21 00:57:13,3.0,1
1616180,1704106,143526,2017-02-04 22:43:25,4.0,1
1622010,1704106,162503,2014-05-31 15:50:08,2.0,1
1626570,1525881,146453,2018-05-12 17:38:59,3.0,1
1627084,1186325,116761,2018-04-10 18:35:55,4.5,1
1640758,1704106,155994,2014-08-05 01:59:32,4.5,1
1644362,1704106,135870,2018-04-12 23:52:31,3.5,1
1660357,1704106,163843,2014-12-11 00:18:46,4.0,1
1676642,1426299,135837,2015-12-18 01:52:51,1.0,1
1678667,1160507,148534,2017-01-06 19:10:34,3.5,1
1684008,1669009,111497,2015-12-21 18:16:34,4.5,1
1695668,1160507,104775,2015-11-24 17:30:38,4.0,1
1707772,1160507,144126,2015-01-09 17:57:55,3.0,1
1711097,1704106,155412,2019-04-09 23:47:41,4.0,1
1721186,1403834,155748,2015-10-23 22:43:51,1.5,1
1726665,1525881,135853,2021-01-06 18:12:30,5.0,1
1730543,2023552,179196,2013-04-21 23:01:58,3.0,1
1733632,1160507,135900,2016-03-14 18:22:07,4.5,1
1737873,1706672,155548,2016-03-17 04:38:57,5.0,1
1740542,1160507,136083,2015-11-13 17:38:25,5.0,1
1740868,1160507,102841,2015-01-23 15:47:32,4.0,1
1742045,1704106,155456,2015-12-24 23:11:17,3.0,1
1747866,1704106,167217,2015-11-04 22:42:40,3.0,1
1750416,1704106,179574,2016-02-16 01:31:53,4.0,1
1759872,1056717,144722,2017-12-18 05:08:36,5.0,1
1769216,1160507,101891,2015-02-07 18:32:51,4.916666666666667,6
1772665,1704106,101728,2016-07-18 23:22:29,3.5,1
1786419,1461073,155392,2018-01-01 17:57:57,3.0,1
1790537,1704106,101585,2016-05-31 02:23:12,5.0,1
1809786,1706672,155556,2019-01-01 06:12:12,4.0,1
1819608,1056717,138954,2017-09-29 12:33:42,5.0,1
1829260,1935621,156556,2015-07-30 19:54:26,4.0,1
1842965,1704106,156050,2015-12-15 00:27:18,3.0,1
1865159,1160507,193719,2016-08-22 12:03:44,3.0,1
1888444,1628862,179688,2015-02-01 02:14:01,4.0,1
1893514,1132257,179814,2012-09-01 08:29:36,4.0,2
1910031,1704106,157221,2016-12-02 00:39:24,4.5,1
1916211,1669009,182024,2017-11-10 21:29:13,4.5,1
1919508,1704106,136244,2015-01-31 15:12:04,4.0,1
1922615,1704106,101851,2016-02-19 00:21:11,4.0,1
1934068,1704106,167889,2014-06-08 15:36:09,5.0,1
1939534,1628862,111555,2015-01-29 01:34:54,5.0,1
1941463,2023552,179450,2013-04-20 03:09:40,4.0,1
1953528,1704106,167636,2016-02-10 13:30:43,4.0,1
1957500,1704106,101563,2014-08-05 00:36:43,4.0,1
1959119,1582234,165801,2014-05-11 18:45:40,3.0,1
1967750,1160507,114218,2017-03-06 15:54:36,3.5,1
1975654,1186325,149497,2014-03-14 19:40:25,4.5,1
1980078,1550277,167820,2015-05-10 18:35:04,4.0,1
1990709,1704106,139497,2015-07-29 11:52:09,5.0,1
1992549,1403834,155460,2015-01-23 21:24:41,4.0,1
1993261,1287828,179592,2016-11-28 21:18:33,4.5,1
1997281,1550277,163409,2016-12-29 04:20:16,4.0,1
2001694,1704106,194035,2014-05-31 01:41:16,4.0,1
2004710,1186325,168205,2015-12-04 21:58:38,4.5,1
2031079,1451015,169278,2014-05-21 01:00:25,5.0,1
2048430,1704106,137159,2018-06-12 00:26:21,4.0,1
2049886,1451015,112988,2014-05-20 02:21:18,3.0,1
2051882,1465203,155489,2015-11-08 23:11:25,4.0,1
2055655,1704106,115893,2014-06-26 01:30:45,4.0,1
2068008,1272411,119796,2019-12-26 11:47:35,3.0,1
2069782,1186325,136741,2014-12-14 21:40:47,5.0,1
2069832,1704106,100198,2016-03-14 23:22:28,3.0,1
2073869,1704106,164468,2020-02-06 13:21:16,3.5,1
2087958,1704106,100297,2014-11-28 23:26:38,4.0,1
2101848,1704106,113151,2021-02-11 12:19:51,4.0,1
2124448,1704106,136062,2018-10-20 01:44:04,4.0,1
2125127,1704106,102459,2015-12-08 00:03:38,4.5,1
2132070,1704106,101875,2019-05-06 23:57:32,4.0,1
2132839,1704106,167879,2015-01-02 23:40:16,4.0,1
2133021,1272467,162720,2021-12-13 08:02:05,3.0,1
2133282,2023552,113568,2013-04-13 00:54:17,2.0,1
2133869,2009933,111471,2016-03-26 19:31:20,4.5,1
2143231,1704106,106012,2018-11-27 00:37:49,3.5,1
2146101,1794993,112113,2013-04-26 18:18:16,4.0,1
2150094,1926245,174518,2019-08-06 07:04:16,3.5,1
2151844,1160507,195846,2015-12-11 20:45:43,4.0,1
2163591,2009933,170991,2016-01-23 20:04:36,5.0,1
2166263,1856929,135954,2013-07-06 19:11:29,4.5,1
2166375,1856929,155310,2013-07-03 06:09:23,3.5,1
2168056,1935621,155577,2018-05-29 19:26:23,4.0,1
2190363,1983618,171097,2014-01-08 02:36:58,5.0,1
2191117,1983618,179328,2014-01-08 02:40:32,4.0,1
2193507,1056717,135918,2018-12-09 00:07:06,5.0,1
2204408,1794993,155300,2012-11-30 20:48:20,5.0,1
2204821,1704106,167423,2014-07-18 23:45:09,4.0,1
2221202,1856929,179821,2014-08-16 02:32:50,5.0,1
2223326,1230591,156957,2016-04-27 18:30:49,4.0,1
2224277,1272411,111447,2019-12-08 12:23:08,4.5,1
2227612,1160507,101563,2015-09-18 21:05:06,4.5,1
2232210,1628862,138912,2013-11-20 17:37:38,3.0,1
2233455,1704106,164681,2014-04-12 16:45:27,3.0,1
2234402,1186325,114711,2019-02-27 19:10:58,5.0,1
2240269,1160507,104346,2015-09-16 19:38:50,4.5,1
2242869,1550277,123622,2015-09-09 19:56:36,4.5,1
2248445,1704106,162523,2015-09-15 00:44:39,5.0,1
2249594,1704106,155391,2015-09-10 01:06:19,5.0,1
2258090,1663964,118889,2013-06-15 15:44:53,3.0,1
2258242,1704106,167875,2014-10-04 15:10:04,3.5,1
2258554,1704106,162721,2017-10-23 23:20:42,4.0,2
2261356,1160507,137530,2015-09-13 21:10:40,3.5,1
2269100,2023552,113292,2013-05-05 23:08:50,3.5,1
2271157,1704106,138649,2015-09-04 00:16:56,5.0,1
2274595,1160507,103759,2015-09-16 23:31:45,4.0,1
2277161,1930594,111594,2013-11-18 16:43:29,3.5,1
2283352,1704106,171308,2017-06-27 00:09:45,3.5,1
2284767,2023552,167509,2013-05-04 00:48:05,3.5,1
2286823,1403834,155936,2016-10-11 20:58:29,3.0,1
2288867,1704106,167469,2019-09-14 01:16:21,3.5,1
2295476,1704106,167461,2016-09-20 00:11:24,4.0,1
2304184,1704106,167438,2018-09-11 01:32:38,4.5,1
2307826,1230591,136265,2015-02-28 19:47:12,4.0,1
2308651,1704106,146553,2016-09-17 16:49:44,4.0,1
2313508,1856929,148286,2015-08-21 18:56:46,4.0,1
2313632,1856929,138925,2015-04-23 13:38:01,4.0,1
2317363,1704106,114357,2015-08-22 00:44:23,3.5,1
2317909,1704106,155571,2015-08-22 01:21:34,3.5,1
2320163,1704106,101582,2014-09-27 15:44:59,5.0,1
2322730,2009933,157079,2015-05-01 05:46:35,4.0,1
2324930,1935621,155347,2015-08-22 19:39:39,4.0,1
2354620,1704106,139282,2015-08-25 01:56:27,3.5,1
2361700,1794993,155775,2012-12-22 23:16:36,4.0,1
2365116,1704106,162701,2018-01-29 22:19:07,3.5,1
2386259,1132257,112344,2013-01-27 18:56:27,4.0,1
2390733,1160507,113246,2019-11-14 16:23:57,4.5,1
2392863,1704106,103180,2015-05-26 01:08:41,4.5,1
2392964,1704106,193725,2015-05-26 01:12:31,4.5,1
2398478,1704106,126849,2016-08-02 00:39:10,3.5,1
2415665,1230591,155854,2014-09-05 18:45:44,4.0,1
2423674,1704106,138754,2016-07-05 00:03:32,4.0,1
2437114,1663964,116972,2013-09-08 14:55:01,4.0,1
2440723,1704106,147038,2015-07-24 13:34:19,4.0,1
2467017,1160507,125288,2016-12-20 19:33:21,4.0,1
2469428,1186325,141747,2013-10-20 20:28:57,4.0,1
2479523,1160507,139735,2014-12-30 20:21:49,3.0,1
2482085,1628862,111727,2014-10-11 22:04:53,4.0,1
2500935,1160507,135854,2015-03-26 18:48:29,4.0,1
2504007,2023552,135849,2014-10-12 20:47:50,4.0,1
2511816,1160507,102758,2014-11-29 13:54:48,4.0,1
2519684,1704106,155468,2014-11-08 22:59:17,4.0,1
2521518,1704106,141989,2017-01-31 00:20:12,3.5,1
2549634,1704106,101664,2014-12-07 17:01:11,4.0,1
2557475,1160507,101630,2019-05-01 20:35:44,3.5,1
2565422,1704106,167517,2015-02-08 21:58:06,3.5,1
2570610,1794993,193486,2013-06-24 01:48:48,4.0,2
2574362,1704106,101953,2015-04-06 23:42:11,4.0,1
2578684,1899495,100283,2015-02-17 15:46:34,4.0,1
2589431,1856929,155339,2014-10-20 20:37:20,3.0,1
2601399,1230591,150040,2017-08-11 18:01:50,4.0,1
2603345,1628862,167459,2015-02-13 01:06:38,4.0,1
2610186,1186325,146141,2017-02-25 20:32:48,4.0,1
2618085,1628862,167742,2013-11-27 23:09:53,4.0,1
2625186,1160507,130934,2015-03-16 11:45:00,3.5,1
2625237,1160507,116831,2015-03-16 10:17:27,4.0,1
2625247,1550277,111789,2016-10-13 20:17:12,4.0,1
2628380,1704106,157103,2018-05-01 01:49:37,4.0,1
2628448,1403834,155520,2016-10-11 20:53:03,2.0,1
2629020,1704106,111875,2020-05-29 23:34:01,3.5,1
2630526,1704106,155338,2016-10-07 01:44:31,4.5,1
2633227,1628862,155319,2013-11-20 17:36:00,5.0,1
2639922,1930594,120753,2013-11-24 19:09:49,3.0,1
2645382,2023552,179576,2013-06-15 01:44:13,3.5,1
2645399,1704106,174332,2019-12-05 01:34:08,3.5,1
2652565,1983618,180319,2013-11-29 17:15:51,3.0,1
2653676,1935621,140792,2015-04-18 19:35:15,5.0,1
2655262,1704106,143783,2017-02-23 00:35:33,4.0,1
2682986,1856929,135829,2015-05-15 16:24:04,4.0,1
2685124,2023552,179023,2013-06-05 00:32:45,4.5,1
2694959,1663964,114899,2013-07-26 18:22:23,3.0,1
2696659,1704106,103464,2015-04-28 01:18:49,4.0,1
2711400,2009933,155703,2015-05-05 19:08:27,4.0,1
2727496,1704106,100033,2014-05-08 00:12:40,3.0,1
2746271,1926245,193786,2020-08-29 08:16:01,4.5,1
2751302,1704106,167524,2018-07-30 23:19:00,3.5,1
2751401,1708792,192309,2014-09-28 16:00:09,4.0,1
2766478,1628862,112934,2015-01-05 01:34:21,4.0,1
2771222,1160507,179023,2015-01-09 18:26:40,3.5,1
2775429,1899495,136008,2015-01-31 21:38:42,4.0,1
2775666,1704106,171143,2020-03-10 01:33:34,4.0,1
2789498,1706672,193158,2014-11-17 21:58:09,5.0,1
2793219,1160507,102032,2018-06-03 00:40:23,4.5,1
2813001,1899495,114619,2015-02-04 10:25:24,4.0,1
2813464,1132257,144024,2012-11-09 22:08:28,4.0,1
2816920,1160507,103401,2015-02-06 13:20:45,4.5,1
2817026,1287828,181652,2017-02-04 07:26:18,4.0,1
2817280,1550277,156278,2016-11-18 03:02:27,4.5,1
2822569,1160507,142583,2016-08-08 18:33:39,3.5,1
2825329,1704106,167077,2015-06-10 00:45:30,3.5,1
2827352,1550277,167471,2015-05-31 03:36:40,5.0,1
2827800,2009933,193478,2018-07-28 19:49:19,4.5,1
2855576,1704106,136975,2018-06-01 22:23:01,4.0,1
2860838,1704106,172209,2014-09-06 15:26:41,3.0,1
2866555,1704106,164001,2015-05-19 00:41:57,4.0,1
2879738,1704106,135911,2016-06-14 01:48:29,4.0,1
2882337,1704106,102083,2018-08-21 00:41:20,4.0,1
2882945,1704106,141110,2015-11-15 15:12:59,4.5,1
2892945,1186325,111477,2016-06-12 14:04:47,4.0,1
2895926,1704106,163837,2015-07-03 23:43:28,4.5,1
2915132,2023552,168509,2013-05-22 23:48:10,3.0,1
2916883,1704106,140181,2016-01-19 23:19:26,4.0,1
2916983,1704106,137276,2015-07-27 19:46:38,5.0,1
2925412,1716126,135845,2015-11-23 07:39:47,4.0,1
2928733,1856929,135827,2014-07-19 17:37:31,4.5,1
2929059,1704106,162512,2014-06-21 00:39:17,2.0,1
2933829,1704106,164760,2015-09-20 20:21:16,3.0,1
2943858,2023552,113718,2013-04-21 00:18:24,2.0,1
2945917,1716126,167516,2016-04-23 17:30:49,4.0,1
2945923,1516955,140032,2014-01-05 13:50:19,3.5,1
2959754,1704106,162686,2014-07-17 16:25:46,3.0,1
2972823,1706672,163873,2015-11-14 01:01:29,5.0,1
2974438,1056717,140910,2019-10-29 12:23:26,5.0,1
2979470,1160507,139780,2016-01-12 16:23:33,3.5,1
2979798,1160507,138355,2016-01-12 16:29:27,3.5,1
2997446,1704106,111443,2016-01-11 23:04:27,4.0,1
3000942,1983618,113677,2014-01-26 06:58:55,3.5,1
3001479,1628862,120216,2014-08-10 00:21:46,3.0,1
3007102,1704106,167978,2015-06-30 00:08:24,3.0,1
3010950,1550277,111987,2016-02-08 03:27:37,4.0,1
3017221,1678914,117741,2016-01-16 21:45:24,5.0,1
3018816,1160507,135849,2015-08-04 19:17:57,4.0,1
3023696,1704106,162547,2016-05-30 23:38:20,4.0,1
3033976,2023552,179075,2013-05-24 00:06:00,3.5,1
3034422,1704106,162733,2015-07-07 00:38:55,4.0,1
3037087,1704106,156333,2016-06-22 23:51:59,3.0,1
3039763,1550277,111609,2016-01-04 02:14:20,4.0,1
3058173,1716126,135828,2016-01-04 23:39:13,4.0,1
3062922,1426299,179096,2014-05-28 03:40:47,3.0,1
3070380,1704106,136703,2018-03-22 00:43:01,3.5,1
3099261,1160507,101584,2015-09-15 21:41:23,4.0,1
3107591,2009933,155761,2015-08-13 20:27:14,3.5,1
3108175,1160507,193542,2015-12-19 21:10:18,3.5,1
3112715,1678914,112391,2015-12-21 21:41:52,4.0,1
3114739,1983618,179032,2014-01-24 02:21:01,3.0,1
3119677,1160507,135841,2015-09-09 20:35:04,5.0,1
3120135,1704106,167548,2015-11-30 12:42:49,4.5,1
3137744,1704106,155459,2018-03-12 11:13:20,3.0,1
3145205,1550277,136397,2016-10-18 21:11:33,4.0,1
3152834,1704106,164667,2015-03-12 01:05:58,4.0,1
3162437,1628862,115068,2014-07-27 13:32:19,4.0,1
3162448,1628862,136612,2014-07-27 13:31:23,4.0,1
3162505,1628862,111534,2014-07-27 13:30:59,4.0,1
3180913,1655356,139246,2016-05-07 23:18:47,4.0,1
3195877,1716126,146190,2015-10-15 18:19:31,4.0,1
3200552,2023552,179291,2013-04-29 00:17:08,4.0,1
3200707,1803308,112438,2016-04-07 20:57:50,3.0,1
3213187,1628848,155433,2019-09-12 09:45:29,4.0,1
3214410,1160507,102870,2014-07-06 11:18:46,5.0,2
3220515,2057835,179817,2019-09-06 20:14:32,3.5,1
3224150,2009933,155952,2015-10-30 22:13:39,5.0,1
3230865,2023552,167600,2013-04-27 01:08:01,3.0,1
3238773,2023552,167466,2013-04-14 22:38:28,3.0,1
3244778,1132257,114501,2015-12-12 13:14:45,3.0,1
3258424,1704106,101578,2019-10-08 01:36:29,4.0,1
3258504,1704106,163367,2019-10-08 01:44:01,4.0,1
3270287,2023552,179107,2013-04-30 00:24:01,4.0,1
3274293,2023552,168105,2013-04-13 23:57:44,4.0,1
3275864,2023552,174532,2013-05-14 00:00:00,3.0,1
3276230,1550277,135939,2015-08-26 21:51:47,4.0,1
3278960,1500181,111671,2017-05-07 03:50:50,3.0,1
3281253,1678914,167445,2015-12-12 22:04:30,4.0,1
3300602,1230591,155570,2018-04-16 18:11:05,3.5,1
3306450,1160507,194535,2015-01-23 15:45:46,2.0,1
3309262,1899495,137074,2015-01-31 21:37:59,4.5,2
3331392,1132257,163010,2015-07-17 19:37:11,3.0,1
3335828,1704106,101753,2018-03-27 00:31:24,4.0,1
3352759,1160507,194003,2015-01-12 18:34:09,3.5,1
